Id,Months,Likes,Comments,Post,Url,Media,Original,Type,Mention,Effort
94,4,46,2,"Back in October, I started posting daily tips here on LinkedIn. In a world saturated by content for beginners, my idea was to centralize content for mediors. I checked my LinkedIn data this morning and this was one of the coolest findings. It makes me happy to see that my LinkedIn connections are starting to resemble the type of people I want to reach. hashtag#tableau hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-datascience-juanalytics-activity-6518772099304157184-CFFZ,Image,TRUE,Display,,
95,4,14,1,"I remade one of the most emblematic ggplot2 graphs in Tableau. I still prefer the original, but it was an interesting exercise. Link to the original graph: https://lnkd.in/d6_mJwU Do you want to learn how to build a joyplot in Tableau? Ken Flerlage made a great template that you could easily copy and adjust, but my advice would be to take time to understand how the graph works, though. Here is the link: https://lnkd.in/dp2eG6g hashtag#tableau hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-juanalytics-activity-6519135950994436096-B2Rv,Image,TRUE,Display,Ken Flerlage,
96,4,20,0,"Everybody loves cheatsheets, right? Asif Bhat made an exhaustive and complete collection for anything data science. He took the work to curate such this content well. Make sure to check them out: https://lnkd.in/ede-7Jc hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_abhat222data-science-cheat-sheet-activity-6519492702709567488-Dix4,Link,FALSE,Display,Asif Bhat,FALSE
97,4,19,1,"Simple, yet powerful. With this script, you can detect the language of the string in Tableau using the R integration. Textcat was originally written in Perl, but it is now available in many programming languages (e.g. Go, Python, PHP, C++). In my own experience, it works really well. Here is their Github: https://lnkd.in/d7W37Qv Fun fact, if you remove the punctuation and the stopwords from an English sentence, textcat misclassifies it as being ""Scottish"". hashtag#datascience hashtag#tableau hashtag#nlp hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_datascience-tableau-nlp-activity-6519851626830790656-S9lT,Image,TRUE,Display,,
98,4,7,0,"If you have ever played with the Tableau superstore data, you might have noticed that some clients get huge discounts. I made this visualization to bring to light purchases that were sold with a significantly big negative loss. 1) By subtracting each profit to the average profit of that same product, the mean becomes 0. Making it easy to compare different products. 2) I used this formula for the size of the dots IIF( [Normalized Profit] > 0 , NULL , ABS([Normalized Profit]) ) Here is the link to the dashboard: https://lnkd.in/dTvyuNR hashtag#tableau hashtag#datascience hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-datascience-juanalytics-activity-6520913486032175104-wc3v,Image,TRUE,Display,,
99,4,25,2,"Have you ever wondered if it's cheaper to get 2 medium pizzas or just 1 large? It might seem easy to calculate the price per diameter. Unfortunately, this formula won't actually tell us which pizza is cheaper because of the price increases linearly, but the diameter doesn't. Besides, we don't eat the diameter or the circumference; we eat the area of a pizza. Luckily for us, Archimedes of Syracuse (287–212 BC) did the math for us. I am sure he would feel reassured to know that Domino's takes his formula into account to determine the price of their pizzas (at least here in Belgium). Lesson to be learned: Be careful when you operate with different types of measurements. Mixing numbers with different units or scales can hinder the validity or interpretability of the result. hashtag#datascience hashtag#pizza hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_datascience-pizza-juanalytics-activity-6521678739573600256-_jFf,Image,TRUE,Display,,
100,4,27,5,"Who needs free time when you can binge read 5 month worth of Data Science tips? I just wanted to let all of you know that I added the hashtag hashtag#juanalytics to the end of ALL of my previous Data Science tips and I will continue doing it from now on. That way, you can easily find all of my posts. Needless to say, feel free to reach out to me if you have suggestions or questions about my posts. I am always up to network with other data people. hashtag#juanalytics.",https://www.linkedin.com/posts/jmperafan_juanalytics-juanalytics-activity-6522130668867190784-TscO,Image,TRUE,Accomplishment,,FALSE
101,4,22,0,Did you know that the algorithm that helped produced the image of the black hole was written in Python and it is available in Github? There is even a small tutorial and document for you to replicate these results! hashtag#juanalytics https://lnkd.in/d3yGWTH,https://www.linkedin.com/posts/jmperafan_blackhole-activity-6523456073632874496-b_Q3,Link,FALSE,Opinion,Dat Tran,FALSE
102,4,8,0,"""The best query is no query at all"" Matthew Miller hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableausoftware-tableau-dashboards-activity-6524333576601763840-tcDH,Link,FALSE,Display,Matthew Miller,FALSE
103,4,94,13,"When I first started using Tableau, I barely knew what a server was. But I still managed. A special shout to a handful of my colleagues at Biztory: Matthew Miller, Timothy Vermeiren, and Praveen Koshy Sam. They have taught me a lot about Server and they inspire me to keep on learning. Next step: Tableau Server Certified Professional. hashtag#juanalytics hashtag#tableau",https://www.linkedin.com/posts/jmperafan_juanalytics-tableau-activity-6524537023380885504-TAjX,Image,TRUE,Accomplishment,Matthew Miller | Timothy Vermeiren | Praveen Koshy Sam,FALSE
104,4,62,3,"A client asked me to design a dashboard that would send the heavies queries possible to test database performance. The outcome ended up looking kinda of neat (more neat than useful), so I decided to mock it up using Superstore data. Yes, it is a visualization of ALL of the sales ever at a year, month, and day level and some table calculations on top too. It is interesting to see how much you can cram into the same graph. Link to the dashboard: https://lnkd.in/dQCn8aA hashtag#juanalytics hashtag#tableau",https://www.linkedin.com/posts/jmperafan_juanalytics-tableau-activity-6524912602236096512--pj7,Image,TRUE,Display,,
105,3,87,4,Trying to integrate R with Tableau? Here are some tips! 1) Work side by side with the Rterm. Tableau tends to give you silent errors when you are communicating to R. But you can generally retrieve a lot of useful information in the terminal. 2) Check Nathan Mannheimer's Tableau Conference talk. It is one of the most complete tutorials on how to use this integration from end to end: https://lnkd.in/dWYsnXP 3) Check my previous posts about the topic: • Tips & Tricks: https://lnkd.in/dUk6mzQ • Linear regression: https://lnkd.in/de3wDsJ • Categorizing language: https://lnkd.in/d7sdEDA hashtag#tableau hashtag#r hashtag#juanalytics,https://www.linkedin.com/posts/jmperafan_tableau-r-juanalytics-activity-6526337594228248576-Vtke,Image,TRUE,Display,Nathan Mannheimer,
106,3,45,4,Can anyone else relate to this? I know I can 🙈 hashtag#juanalytics,https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6526744103026200576-jJK1,Image,TRUE,Joke,,
107,3,27,1,"Nadieh Bremer's blog (one of my favorite data visualization blogs) recently made a post with techniques to create visualizations that render well on mobile devices. A topic that we, in the DataViz world, tend to neglect quite often. Make sure to explore her site. Read her other articles and check her portfolio. She is one of the best data artists and D3.js experts out there. https://lnkd.in/dufPwru hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_techniques-for-data-visualization-on-both-activity-6527098363882545152-WP2Q,Link,FALSE,Display,Nadieh Bremer,FALSE
108,3,8,0,"Fresh update on the DataCamp controversy. Their CEO wrote an apology letter and stated that he will be stepping down from his role. Moreover, the Board of Directors finally released a decent public response. Board Update: https://lnkd.in/d7p86Fv CEO's Apology: https://lnkd.in/dpfFAen hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_an-important-update-from-the-datacamp-board-activity-6527107340959784960-BEdB,Link,FALSE,Opinion,DataCamp,FALSE
109,3,19,1,"Dataquest, one of the best platforms to learn Python for Data Science, is giving out scholarship to individuals who identify as female, nonbinary, or gender non-conforming. https://lnkd.in/dKp8n_N? hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_apply-to-dataquests-diversity-scholarship-activity-6527515239901069313-uWrt,Link,FALSE,Opinion,Dataquest,FALSE
110,3,24,2,"Proportionally speaking, Kenny is the South Park character who swears the most! I recently came across two text mining packages in R that integrate very well with TidyText. 1) Sweary: If for whatever reason, you need to analyze profanity in R, this is the right tool. As their Github states, the words have been ""cherry picked by native speakers"". Github: https://lnkd.in/dSkC38P 2) SnowballC: Implements Porter's word stemming algorithm for collapsing words to a common root. Cran: https://lnkd.in/dFyKEcm hashtag#juanalytics hashtag#r",https://www.linkedin.com/posts/jmperafan_juanalytics-r-activity-6528514958651584514-_0fI,Link,TRUE,Display,,
111,3,189,25,"5 months ago, I came up with a very ambitious idea to visualize one of the most difficult questions people ask me ""How did a Psychologist end up working in Data?"". Last night, I decided to re-do it. I added the newest certifications, I changed color legend, made sure no dots would overlap this time, improved the visual hierarchy (using more gray and thinner lines), improved the tooltip. Just small changes that make a big difference. For all of you still reading, I invite to re-do your old work. It is a great experience! It is really rewarding to notice how much you have learned. Here is the link to the dashboard: https://lnkd.in/dUKV5qT Here you can see the old one: https://lnkd.in/dUpBuW2 Bonus, my first MoM dashboard plus a remake: https://lnkd.in/dGHFsha hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6526730821116665856-KkU0,Image,TRUE,Display,,
112,3,17,3,"Cool news! I am giving a 2-day Tableau training in Amsterdam. From zero to hero! Feel free to message me or my colleague, Emmanuel Agyekum, if you are interested in joining. Also, stayed tunned! We organize bootcamps and trainings regularly in Germany, Belgium, the Netherlands, and England. https://lnkd.in/daFfXqW hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_learn-tableau-in-2-days-amsterdam-activity-6528913984718929920-CD7C,Link,TRUE,Accomplishment,Emmanuel Agyekum,FALSE
113,3,16,9,"Dear Vizzers in my network, I dare you to build the tackiest viz you can possibly build and post it in the comments! Behold my masterpiece! hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6529647018258767873-gtpf,Image,TRUE,Display,,
114,3,36,1,"Have you ever used the native Google Analytics connection in Tableau? I know, it is not wonderful. But I learned something interesting yesterday at a client. It is a lot better to use the Google Analytics add-on for Google Sheets and then extract data from that sheet using Tableau, than using the native connector. Here are the advantages: 1) You can easily join GA data without blending it. 2) It supports live connection and extracts 3) You don't get any silent mistakes (like Tableau does). More about this hack: https://lnkd.in/dTHDNnU More about the add-on: https://lnkd.in/djWBqcj hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_a-better-way-to-connect-tableau-and-ga-activity-6529990200427319296-6uA1,Image,TRUE,Display,,FALSE
115,3,20,6,"In the category of useless but amusing: You can use this code to create a network graph of all of the bigrams of a song that repeat themselves. Here is the Macarena, for example! Feel free to copy the code and play with it, you just need to save the lyrics of any song and assign it to the variable name ""song"". library(tidyverse) library(tidytext) library(igraph) library(ggraph) df <- song %>% as.data.frame(stringsAsFactors = FALSE) %>% unnest_tokens(bigram, song, token = ""ngrams"", n = 2) %>% separate(bigram, c(""word1"", ""word2""), sep = "" "") %>% count(word1, word2, sort = TRUE) %>% filter(n > 2) %>% graph_from_data_frame() ggraph(df, layout = ""fr"") + geom_edge_link(aes(edge_alpha = n) , show.legend = FALSE , arrow = grid::arrow(type = ""closed"", length = unit(.15, ""inches"")) , end_cap = circle(.07, 'inches')) + geom_node_point(color = ""lightblue"", size = 5) + geom_node_text(aes(label = name), vjust = 1, hjust = 1) + theme_void() hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6531044908625596416-YEow,Image,TRUE,Display,,
116,3,14,4,How do you rank in this scale? hashtag#juanalytics,https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6531525803941855232-_Udf,Image,FALSE,Joke,,FALSE
117,3,55,2,"When we speak about performance tuning in Tableau, we mostly focus on the queries: • Precaching. • Database indexing. • Simplifying calculations. • Explaining the shortcomings of custom SQL. • Begging your client to use fewer quick filters. But did you know that the content of your packaged workbook (.tbwx) can also massively increase the loading time of a view? Including Excel files, high-quality images, assigning way too many colors to your dimensions, custom shapes. They all have to be opened and loaded. What a lot of people don't know is that if you click on “Assign Palette”, all of the shapes in a particular folder will be included in the packaged workbook. Making the file bigger and slowing the loading time. This happens even if you are only assigning a couple of them. When it comes to custom shapes, the best practice is: 1) Assign shapes to dimensions individually (click by click) 2) Be very mindful when you click on Assign Palette 3) Moderate big and high-quality icons (Tableau won’t render them that way either way). hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6531851521372483584-jPhW,Image,TRUE,Display,,
118,3,51,4,"Do you regularly analyze datasets that might contain duplicates? Here is a very simple trick in Tableau to spot them: 1) Drag some dimensions to the Rows shelf. It fully depends on your data which ones. 2) Drag the measure you care about to the Label icon at the Marks card. 3) Go to the Analysis menu and click on ""Aggregate Measures"". By default, it is activated, but when you deactivated, you are able to see EVERY each value in your data. Just like in the image below. It is a simple trick and probably some of you already know it. But it can be a lifesaver when you are not very familiar with your data. hashtag#tableau hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-juanalytics-activity-6532230385688952832-6OM3,Image,TRUE,Display,,
119,3,13,0,"Go get a copy of The Functional Art by Alberto Cairo! It is my all time favorite book to learn about information design. In this book, Cairo explains a framework called the Visualization Wheel. Think of it as a radar chart with which you can evaluate your visualizations. It is noteworthy that this book is that it is not limited by what a tool can do or not. In fact, nowadays, I have been picking up more design books than any tool-specific books (Tableau, ggplot2, matplotlib). hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6533996099919728640-wfxm,Image,FALSE,Opinion,Alberto Cairo,FALSE
120,3,44,8,"In the category of absurdly useful features hidden somewhere in Tableau, let me introduce you to ""Filter as User"". If you use row-line security to prevent some users to see some of the data (like the sales of another region or other people's salaries), you can use this feature to test how a dashboard looks like for different users or groups. Please note that in order to use this feature: 1) You need to be logged into a Tableau Server. 2) You need to be connected to a data source that is not published in Tableau Server. hashtag#security hashtag#tableau hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_security-tableau-juanalytics-activity-6534710244415676416-DPOH,Image,TRUE,Display,,
121,2,72,0,"Last week, I had the honor to give a Tableau workshop at the Rotterdam School of Management, Erasmus University. This week, I am teaching a 2-day Biztory Tableau training for beginners in Amsterdam. I have to confess, teaching the basics doesn’t come naturally to me. I just feel more attracted to the intricacies and challenges of my job. For this reason, I consider it challenging to explain every feature of the software without relying on knowledge of other concepts or other features. But putting myself in this position has taught me more than what I expected. hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6536486920413814784-8enU,Image,TRUE,Accomplishment,Biztory,
122,2,36,2,"How did we celebrate hashtag#CertifiablyTableau day yesterday with my colleagues? Our head of talent development, 🚀 Timothy Vermeiren, held a practice session to help some of our colleagues prepare for their certifications at TC Europe! How about you? Are you also preparing for any professional certification at the moment? hashtag#juanalytics hashtag#biztory",https://www.linkedin.com/posts/jmperafan_certifiablytableau-juanalytics-biztory-activity-6537243663074902017-GWwi,Image,TRUE,Opinion,Timothy Vermeiren,FALSE
123,2,45,8,"One of the most dangerous misconceptions about SQL joins is that inner joins, left joins, or right joins will return as many rows as the biggest table or fewer. For example, a left join will always return the exact amount of rows in the left table and the result inner join will always be as big as the biggest table or smaller. THIS IS NOT ALWAYS TRUE! If your tables are not properly normalized, SQL might return more records than the biggest table. For example, if you have a left table with 100 rows, the outcome of your join will have at least 100 rows… But it might also return 200 or 1000 rows, depending on the content of both tables. My tips for you: • Always check if the unique identifier is indeed unique. • Check the size of your tables before and after the join. • Be skeptic about your data and double check everything. • Check for duplicates before you aggregate your data. hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6537597545726660608-CDbX,Image,TRUE,Display,,FALSE
124,2,25,0,"Client: ""The reference line is cool, but can I add my own text to the tooltip?"" Me: ""🙈 No..."" Client: ""Is it possible to at least translate it into Dutch"". Me: "" 🙈 No... "". Client: ""No problem. Just keep the line and hide the tooltip"". Me: ""🙈 No... But I can use Table Calculations to build a dual-axis, oversized Gantt chart that kinda looks like a reference line"". Sure, vector maps and parameter actions seem cool and stuff... But my favorite feature of 2019.2 is that I won't have this same conversation anymore. My most sincerest thanks to whoever is responsible for the customizable reference line tooltips! I really hope to see more customization of Tableau's UI in the coming future. hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6538646104492257280-PTLG,Image,TRUE,Display,,FALSE
125,2,76,4,"Another Tableau tip to spot duplicates in your data. When confronted with a situation like the one below: Multiple records per client and the data is not properly normalized, you might wonder: Are those 5 distinct purchases, one purchase duplicated 5 times, or a mix of the two? 5 is small enough for you to check your data manually and figure it out... But this might not be always possible. One easy way to figure this out is to add the standard deviation (STDEV) of that same measure to the color mark. If the standard deviation is 0, then all of the values are duplicates (or coincidentally all of the purchases cost the same). If the standard deviation is more than 0, that means that at least one of the records is not a duplicate. The reason I add it to the color is that the color legend is one of the quickest ways to see the range of your data. hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6539109886473584641-DfIW,Image,TRUE,Display,,
126,2,66,5,"Everything is a scatterplot! Here is a useless, but an absurdly fun trick to render images using Tableau. Yes, you heard it right! You can transform images into text files, open them in Tableau, and render them in a scatterplot! You can find detailed instructions and also examples in this blog post: https://lnkd.in/dmXJt3h Credit for this trick goes to 🚀 Timothy Vermeiren! Go check out his Tableau Public if you haven't yet: https://lnkd.in/diy9CKX hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6539439456196280320-105b,Image,FALSE,Display,Timothy Vermeiren,FALSE
127,2,56,6,"Sadly, there are not many resources to learn more about the R integration in Tableau. It feels like once you master the basics, you are on your own. But fear not, I wrote an article with tips and tricks for intermediate users. You might recognize some of these tips from my previous posts (you can find all of my post with the hashtag hashtag#juanalytics, but roughly half of these tips are brand new. Here is the link: https://lnkd.in/dJJcGvs hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_how-to-integrate-tableau-and-r-beyond-the-activity-6541191552797024257-qbcW,Link,TRUE,Display,,
128,2,42,7,"“Tableau lacks analytical capabilities” he said. Last week, somebody started a discussion with me about PowerBI being the best tool ever. Within seconds, it became painfully obvious that he had never used Tableau or any other tool. The saddest part of this anecdote is that it happens quite often! Data people have the nasty habit of bashing tools they have never used. Time to address the elephant in the room: Stop being close-minded about tools! Just because you like working with a tool, it doesn’t mean that the rest are awful. In fact, you don’t even need a good reason for a liking a particular tool. What is my invitation to all of you: 1. Stop bashing on other tools! Even if you were objectively right, you are not impressing anybody. 2. If you want to start a constructive dialogue, spend enough time with a tool to understand why people like using it. 3. Alternatively, mention politely that you have never had the chance to use the tool and move on. hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6541576316376891392-oVmC,Image,TRUE,Opinion,,FALSE
129,2,28,0,"Exactly one year ago, I started working for Biztory and every single day has been great. Regardless of what you do, I really wish that all of you can experience a workplace where: 1) You can learn every day (thanks to your job and not in spite of it). 2) All of your colleagues are inspiring and can teach you a lot. Literally all of them, even the new ones. 3) Management is not willing to comprise your well-being and they take you and your input very seriously. 4) You can nurture your interests, even if they are not 100% related to your job. 5) Everybody understands what you do! Even better, they understand all of the intricacies of what you do on a daily basis and they share the same passion that you have for your own work. hashtag#juanalytics hashtag#biztory",https://www.linkedin.com/posts/jmperafan_juanalytics-biztory-activity-6541996582093500416-nWZD,Image,TRUE,Accomplishment,Biztory,FALSE
130,2,35,31,"Almost every paper I read during my master's included one of these bad boys. Behold the almighty ""Error plots"". They are similar to boxplots, except they use the mean and the variance, instead of the median and percentiles. The bars are there to give an indication of how precise the measurement is and they remind us that we calculated the mean with a sample, not with the population. One of the reasons they are particularly useful in science is because the overlap between bars indicates (notice how I didn't say proves, you should always test it) if the differences between groups are significant or not. These graphs are, sadly, not supported natively in Tableau. But I will write in the comments how to make them. hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6542334265030393856-D8oy,Image,TRUE,Display,,
131,2,8,0,"Did you know there is a page with everything Facebook thinks you care about? It is generally 1 out of 4 categories: 1) It makes sense, this is all I talk about (Data Science). 2) I guess it makes sense to add it (Amsterdam). 3) My friends love this but I don't (Festivals). 4) Why????! (Lil Wayne). Go check them, it can be fun: https://lnkd.in/d9hZJs7 As a bonus, feel free to comment the worst guesses Facebook made about you! For me, it is Boris Johnson, Judaism, and Lil Wayne. hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6544136954018050048-Bb01,Image,TRUE,Opinion,,FALSE
132,2,72,6,"Skim from the Skimr package is one of my favorite functions in R. With very little typing, you can obtain summary statistics organized by data type (in this case factor and numeric). The cherry on top for me is the little histograms in the console and that this function is Tidyverse friendly! hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6544863791153238016--d9k,Image,TRUE,Display,,
133,2,80,11,"Don't you hate it when you read an Excel using R and all of the dates are in a weird format? This happens because dates in Excel are stored as the number of days that have passed since 30th of December of 1899. I am not sure if there is any added value in storing dates like this... But here are 2 ways to fix it! Base R: Date <- as.Date(Date, origin = ""1899-12-30"") Janitor: Date <- janitor::excel_numeric_to_date(Date) hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6545243120391462912-29LH,Image,TRUE,Display,,
134,1,35,1,"I was so excited last night I woke up every hour to check my alarm clock! I am on my way to Berlin to witness this year’s Tableau Conference in Berlin. If any of you is heading that direction too, pass by the Biztory booth at the Data Village! I am always up for a chat and happy to meet fellow data people. hashtag#tableau hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_tableau-juanalytics-activity-6546254740404097024-ExCT,Image,TRUE,Accomplishment,Biztory,FALSE
135,1,26,0,"Tableau Server Tip for dummies! If you replace the temporary view counter (looks like this ?:iid=1) from the URL of the visualization with .csv you can download a CSV with the summary data. As an example, if the URL of your worksheet https://lnkd.in/dNXjg-Q You could get a CSV file by typing this https://lnkd.in/dhpQ8tw hashtag#juanalytics hashtag#tableau",https://www.linkedin.com/posts/jmperafan_juanalytics-tableau-activity-6546689945132650497-s_nS,Image,TRUE,Display,,FALSE
136,1,32,0,"I have received roughly 20 messages of people asking me for my thoughts about Salesforce buying Tableau. I think it is great news for everybody! Salesforce, Tableau, and users of both platforms. Matthew Miller from Biztory (he has used Tableau since 2012) wrote a great article about the benefits of this acquisition. I would recommend you all to check it out. Link: https://lnkd.in/d_PCKG3 hashtag#juanalytics hashtag#biztory hashtag#tableau",https://www.linkedin.com/posts/jmperafan_standalone-data-visualization-is-deadand-activity-6544526862930989056-lhOW,Link,FALSE,Opinion,Matthew Miller,FALSE
137,1,20,2,"After a memorable Tableau Conference in Berlin, it is time for me to take some rest and enjoy my holidays. In fact, I won't be checking my LinkedIn for the next 3 weeks. But fear not, I will be back soon! In the meantime, the recordings of sessions during this Tableau Conference are already available on YouTube. Here is the link: https://lnkd.in/dMwahfQ My favorite session was ""What’s in the Box! A Tableau Server Deep Dive"" by Thomas Christian. I have never seen such a clear and exhaustive explanation of all of the Tableau Server processes. https://lnkd.in/daNHSmw Alternatively, click on hashtag#juanalytics to check my previous posts. There are some great tips in there. hashtag#juanalytics out!",https://www.linkedin.com/posts/jmperafan_data19-activity-6547475843185168384-dNUI,Image,FALSE,Accomplishment,Thomas Christian,FALSE
138,1,10,3,"Guilty! When I first learned how to do k-means clustering, I was actively looking for problems I could solve using this technique. It didn’t stop there, I have upgraded a server and used set actions for the same reason. Fixating in the solution, instead of the problem, helps you reinforce your knowledge... But it is terrible approach for problem solving. Here are some wise words by Vincent Warmerdam. He is a brilliant data scientist and one of the masterminds behind Pydata Amsterdam. Also noteworthy, he has the most entertaining LinkedIn profile I have ever seen (by far). Go check some of his work! https://lnkd.in/dpjE4qD hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_vincent-warmerdam-the-profession-of-solving-activity-6549976288109580288-vkOa,Video,FALSE,Opinion,Vincent Warmerdam,FALSE
139,1,14,2,"I recently saw a magnificent example from Hadley Wickham about the power of the pipe symbol in R (%>%). Just look at the code snippets below. Both tell exactly the same story... But one of them is a lot easier to read. # Properly-indented alternative without pipes bop_on( scoop_up( hope_through(little_bunny(), forest), field_mouse ), head ) # Same idea using pipes little_bunny() %>% hop_through(forest) %>% scoo_up(field_mouse) %>% bop_on(head)",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6554264312435757056-xvlv,None,FALSE,Display,Hadley Wickham,FALSE
140,1,40,3,Do you want to analyze text data using Python? Check out fuzzywuzzy and ftfy! They make your life easier if you have to work inconsistent text fields. fuzzywuzzy helps you determine similarities between two strings (using Levenshtein distance). The image you see below shows that those two phrases are 91% identical. Here is the link: https://lnkd.in/dnqG5by ftfy (fixes text for you) automatically fixes any annoying problem with unicode text. You can also use it to remove HMTL entities. Here is the link: https://lnkd.in/dgn9sw7 hashtag#juanalytics,https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6554264312435757056-xvlv,Image,TRUE,Display,,
141,1,44,3,My favorite Tableau hack of all time is the worksheet that behaves as a legend. Tableau's default legends lack some important formatting settings and they can be clunky sometimes. But fear not! Here are two articles on how to design better legends in Tableau: 8 Alternatives to Default Tableau Legends: https://lnkd.in/d2aUtc3 Legendary Legends in Tableau: https://lnkd.in/dh82mzz hashtag#juanalytics hashtag#tableau,https://www.linkedin.com/posts/jmperafan_8-alternatives-to-default-tableau-legends-activity-6555400431525212160-Hpb3,Link,FALSE,Display,,FALSE
142,1,6,0,"Our data densification expert, Alexander Philipeit, wrote an article about a bet he had with Toan Hoang. Check it out if you are interested in visualizations beyond the show me! hashtag#juanalytics hashtag#biztory hashtag#tableau",https://www.linkedin.com/posts/jmperafan_more-than-just-bar-charts-biztory-activity-6556530224455004160-10f3,Link,FALSE,Display,Alexander Philipeit | Toan Hoang,FALSE
143,1,25,4,"What do we love more than integrating R into your Tableau dashboards? Daddy Yankee! We all love his music, but it is hard to remember the title of his 400+ songs. No worries! I created a dashboard that uses fuzzy matching to find the best match. Even if you type incomplete words or spelling mistakes. How did I do it? Levenshtein distance! I will leave the formula below, but here is a post I wrote about the Python implementation: https://lnkd.in/dbCCA9p hashtag#juanalytics hashtag#tableau hashtag#elcangri hashtag#despacito hashtag#thebigboss hashtag#daddy hashtag#yankee",https://www.linkedin.com/posts/jmperafan_juanalytics-tableau-elcangri-activity-6557902697977131008-dd0Z,Image,TRUE,Display,,
144,1,12,0,I wrote a second article about integrating R and Tableau. This time I am explaining how to see what Tableau is doing under the cover. Here are both of the links: Beyond the basics: https://lnkd.in/dJJcGvs Failing silently is not an option: https://lnkd.in/e5GJsYy hashtag#juanalytics hashtag#tableau,https://www.linkedin.com/posts/jmperafan_how-to-integrate-tableau-and-r-failing-silently-activity-6559346663352258560-w5mc,Link,TRUE,Display,,
145,1,14,1,"Sneaky NULL values adding uncertainty to your analysis! Here is an article with tips and tricks that I wrote about the topic! Let me know what you think about it, I am open to some feedback :) https://lnkd.in/djuSnrn hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_7-things-you-should-know-about-null-values-activity-6559716435491332096-Fmpk,Link,TRUE,Display,,
146,1,45,5,Closing the gap between data science and BI! Did you know it is possible to output R and Python data frames as Tableau hyper files? Rtableau: https://lnkd.in/dXSZC73 Pandleau: https://lnkd.in/dBVUxRS Here is a cool article on how to push them to Tableau Server: https://lnkd.in/dB3iYbK hashtag#juanalytics hashtag#tableau,https://www.linkedin.com/posts/jmperafan_bwiley1pandleau-activity-6562633238232223745--Usv,Link,FALSE,Display,,FALSE
147,1,50,6,"Don't get me wrong, MoM is a very valuable project and a great way to practice your skills. But you are naive if you think that this is preparing you to work with real-world data. A very easy way to increase your professional value when you work with data is to become really good at wrangling data. Learn how to do fuzzy matching, what to do with NULL values, how to do advanced joins, how to spot duplicates, and the list goes on. All of these skills are invaluable for any type of data project, regardless of your role! One of my favorite books when it comes to cleaning data is ""Principles of Data Wrangling"" by Joseph Hellerstein, Jeffrey Heer, Tye Rattenbury, Sean Kandel, & Connor Carreras. It is a relatively short book, but it is full of gold! hashtag#juanalytics",https://www.linkedin.com/posts/jmperafan_juanalytics-activity-6562982411792076801-yhYR,Image,TRUE,Opinion,,
148,1,111,11,"After some failed attempts, I was able to implement a randomForest in Tableau using R! This example is not particularly impressive. I am trying to predict if a pokemon is legendary or not. The color of the bubble shows if the pokemon is actually legendary or not and the size of the bubble is the probability assigned by the prediction. But now that I got the basics down, the sky is the limit! You can find the formula in the first comment. Just make sure to validate your model before deploying it into production. hashtag#juanalytics hashtag#tableau",https://www.linkedin.com/posts/jmperafan_juanalytics-tableau-activity-6556957998210658304-sdCi,Image,TRUE,Display,,
